Municipio,Nombre,2022,2023,2024,2025,2026
Zapotiltic,Grupo Aguilar S.A. de C.V.,11222788.54,,,,7279374.88
La Barca,Grupo Soto S.C.,9291762.16,3350140.35,13411264.33,2441876.16,4482081.45
Chapala,Empresa Montes S.A. de C.V.,,2734508.32,13746109.42,10777650.14,8559262.87
Zapotlan de Juarez,Empresa Cruz S. de R.L.,,5126206.26,,11513047.76,9248519.32
Huejuquilla el Alto,Empresa Gutierrez S.A.,2750939.77,14837659.64,12190616.32,,8956096.09
Mezquitic,Empresa Lara S.C.,4077083.56,3455486.85,7068045.54,699893.24,8481037.63
Jocotepec,Industrias Cruz S. de R.L.,9100313.74,1639660.56,2547591.45,10290303.45,11667261.98
Guadalajara,Inversiones Rivera S.R.L. de C.V.,64920.46,13423018.97,14409178.89,532484.7,4139823.77
Magdalena,Distribuidora Medina S.R.L. de C.V.,4388692.29,10543794.24,2854605.63,10554077.0,7006984.52
Acatic,Industrias Nunez S. de R.L.,9735036.81,11164885.43,10527845.56,7022935.06,1952848.79
Huejuquilla el Alto,Inversiones Flores S. de R.L.,8077819.45,6913069.62,9364867.13,,10419458.9
La Huerta,Distribuidora Flores,6587033.36,13508930.63,8169965.06,6781865.49,14589141.33
Cabo Corrientes,Constructora Nunez S.A.,,14754896.34,5394322.43,10995640.29,1199451.92
Tala,Distribuidora Nunez S.R.L. de C.V.,6451385.19,9443660.4,5790704.18,9924422.36,5341023.64
Juanacatlan,Constructora Zepeda,4623527.92,1257389.83,14462839.98,807379.7,11262044.62
Encarnacion de Diaz,Servicios Zepeda S.C.,8742908.87,9192198.78,3607406.05,8778531.5,1288222.46
Tuxcueca,Empresa Ochoa S.R.L. de C.V.,4608839.08,2105206.02,9411765.2,2241388.13,3782657.95
Unión de San Antonio,Grupo Nunez S.C.,6528608.86,1324260.83,4706208.56,889612.84,11261239.68
Casimiro Castillo,Soluciones Nunez S.A. de C.V.,13834967.35,5061556.14,2014393.92,13678031.41,9562528.93
Sayula,Inversiones Pena S. de R.L.,3559322.97,8445752.73,,2520937.12,12987163.5
San Juanito de Escobedo,Servicios Soto S.R.L. de C.V.,12555748.88,10945695.6,6955092.85,,13853525.46
Tequila,Servicios Ortega S.R.L. de C.V.,11970664.58,3033015.75,1638110.04,6827294.96,5481420.86
Tonala,Comercializadora Aguilar,12060273.22,7327723.81,,13108912.85,1958522.28
Mascota,Constructora Ramirez S.R.L. de C.V.,2824208.05,1205992.89,11796445.4,13261642.79,2929501.13
Ayotlan,Soluciones Quintero S.R.L. de C.V.,1540548.94,13486921.9,8370551.37,,8595608.14
Etzatlan,Empresa Ibarra S. de R.L.,81132.72,3884614.75,,14243976.47,2327108.64
Puerto Vallarta,Corporativo Vargas,12064568.02,2763318.22,,4999457.22,4883276.63
Zapotiltic,Distribuidora Mendoza S.A. de C.V.,8829901.78,3879901.91,1030572.29,,161749.24
Bolanos,Distribuidora Zepeda S.C.,,4472869.03,,4130926.7,8766647.72
Etzatlan,Distribuidora Ramos S. de R.L.,1365690.59,4075244.57,4677067.23,,12912286.61
Tamazula de Gordiano,Empresa Lara S. de R.L.,,390091.98,3243530.43,7421106.9,6235758.79
San Juanito de Escobedo,Grupo Lara S.A. de C.V.,13068795.5,,8212168.87,14203749.21,7831270.19
Cihuatlan,Industrias Aguilar S.A.,,8223360.22,12198928.73,301804.23,
Tapalpa,Servicios Diaz S. de R.L.,12529355.02,3182445.66,6634884.87,4635611.06,6327373.0
Casimiro Castillo,Corporativo Delgado S.A.,3997445.98,8166018.56,11694127.5,5880961.95,9295090.1
Zacoalco de Torres,Corporativo Lara S.C.,11906999.27,7192508.13,4320282.44,13921366.77,5500048.51
Ciudad Guzman,Corporativo Cervantes S.R.L. de C.V.,7572765.7,4663947.7,1719558.23,9292035.95,12190161.47
Techaluta de Montenegro,Comercializadora Cervantes,8012124.85,4380619.58,1899257.03,12192681.42,12785817.81
Juanacatlan,Inversiones Nunez S. de R.L.,3045196.81,8654097.49,4406862.85,12142458.26,11203926.81
Tala,Servicios Sandoval S.A. de C.V.,53189.61,10263899.56,557432.9,13827765.32,10175280.8
San Diego de Alejandria,Soluciones Hernandez S.A. de C.V.,4341406.95,,7870890.05,5788035.95,3886712.93
Arandas,Industrias Soto,13071504.43,11746519.0,5604346.4,7850660.63,12528891.64
Ocotlan,Constructora Soto S.R.L. de C.V.,,13220410.76,8739814.88,14504457.59,
Villa Purificacion,Comercializadora Morales S. de R.L.,12343664.69,12342272.7,,5273360.6,9752076.69
La Manzanilla de la Paz,Corporativo Perez S.A.,8267046.39,9608668.04,786508.92,1302442.15,
Tepic,Industrias Lara S.C.,6971114.01,7266745.14,6482981.42,13839473.11,1244236.2
Tuxcueca,Servicios Nunez S.R.L. de C.V.,,7832109.87,443079.91,7710665.88,
Guadalajara,Corporativo Ramos S.A. de C.V.,7956792.29,1130140.53,13571989.55,13288538.18,12397287.75
Teocaltiche,Grupo Castillo S.A.,,,14986855.04,,
Cihuatlan,Constructora Martinez S.A. de C.V.,7404898.68,13983760.38,1196329.73,7474916.88,
Chapala,Grupo Jimenez S. de R.L.,1092626.77,13655593.16,10410823.52,7835270.63,13989866.66
Tamazula de Gordiano,Constructora Morales S.C.,3172589.65,,11121977.62,12093663.35,8784593.86
Villa Guerrero,Inversiones Tapia S.R.L. de C.V.,10570025.96,5559432.83,1514105.0,14231975.81,13601317.85
Acatic,Servicios Torres,7739553.85,4816661.76,1812268.83,6626957.84,1702323.66
Guadalajara,Comercializadora Perez S. de R.L.,4162113.98,6396387.86,9494485.97,7554615.4,
Ciudad Guzman,Servicios Rios S.A.,11597088.09,7643092.68,9123667.69,,
San Juanito de Escobedo,Inversiones Uribe S.A.,10227881.86,,7315916.1,9174067.18,
Tala,Constructora Zepeda,11525899.09,5142800.55,9556336.67,13267975.28,3447025.7
Unión de San Antonio,Inversiones Rivera S.A.,,,732852.22,10004898.88,7362726.94
Villa Guerrero,Comercializadora Montes S. de R.L.,,12777774.87,3959213.96,1640035.65,9553410.07
Jamay,Constructora Ortega,,,6417135.49,10998653.32,1358630.99
La Barca,Inversiones Reyes S.C.,9499352.25,7330176.12,79421.29,4442529.07,12619566.89
El Arenal,Distribuidora Medina S. de R.L.,9778946.31,4856235.82,992371.86,12135205.68,4462747.13
Tecolotlan,Inversiones Morales S.A. de C.V.,5844533.04,7117650.42,6908195.04,,11977887.17
Yahualica de Gonzalez Gallo,Soluciones Hernandez S.R.L. de C.V.,9935899.73,4341786.34,,11192580.74,6887592.59
Encarnacion de Diaz,Constructora Delgado S.A. de C.V.,2064613.65,5565468.36,9137397.24,10780358.09,10095953.85
Tlajomulco de Zuniga,Grupo Cervantes S.A.,13902585.1,13425709.54,11258289.46,8781998.17,3987358.27
Jamay,Servicios Zepeda S. de R.L.,5373970.51,4089292.52,14502136.05,13577278.15,3261774.56
Tonaya,Inversiones Soto S. de R.L.,4546160.25,11534493.01,12948056.38,4781995.48,14661572.62
Chapala,Servicios Pena S.C.,1328456.93,1353233.21,9675494.86,9356747.19,12964604.79
San Martin de Bolanos,Soluciones Ybarra S.A. de C.V.,11410350.37,4831905.57,4479423.15,839946.63,10253382.22
Ocotlan,Inversiones Ibarra,189389.23,12239755.54,10726435.01,6972862.03,12787133.25
Zapotiltic,Constructora Medina S.A.,1602603.46,6820175.89,2316089.7,12855607.74,5539391.06
Ixtlahuacan del Rio,Industrias Tapia S. de R.L.,10649921.5,3367883.64,14005547.03,13988562.67,6964645.12
Tlaquepaque,Comercializadora Martinez S.A.,10821522.66,13968462.53,12043468.44,4890624.62,13411096.39
Magdalena,Distribuidora Nunez S. de R.L.,12897321.62,13458558.49,8703440.83,11724746.1,11930304.77
La Manzanilla de la Paz,Servicios Ortega S. de R.L.,897491.22,9449933.45,6123047.43,1481335.19,5110867.26
San Miguel el Alto,Grupo Ibarra S.C.,6700526.85,10287450.86,13796844.82,10979055.58,7657380.12
Degollado,Soluciones Mendoza S.C.,12566315.52,1553520.4,7818940.13,5882192.7,6871074.77
Tlaquepaque,Empresa Diaz,12005258.18,1238156.64,6990726.61,4154906.72,503167.62
Ixtlahuacan del Rio,Servicios Hernandez S.A. de C.V.,,1745120.97,,,14831043.33
San Juanito de Escobedo,Distribuidora Hernandez S.R.L. de C.V.,5601282.45,1557382.21,5494312.58,14617702.26,6547963.48
Etzatlan,Comercializadora Nunez S.A. de C.V.,,1015020.96,1967254.12,9878864.6,3870272.53
Chapala,Industrias Rivera S.A.,,827969.95,4198008.17,,1605750.43
Teocuitatlan de Corona,Inversiones Gomez S. de R.L.,6379330.63,8842872.41,,6851695.19,13229030.02
San Martin de Bolanos,Empresa Fuentes S.C.,9914916.49,838301.43,12192086.1,5257458.31,3663982.57
Teocaltiche,Comercializadora Morales S.A.,4648854.64,10444616.67,4731714.85,7794776.17,8614254.1
Huejucar,Grupo Jimenez S.A.,13519667.37,14517799.54,5784325.79,7262755.59,3478997.19
Huejucar,Grupo Quintero S.A. de C.V.,2591212.71,4139674.03,2336040.54,,
Bolanos,Grupo Lara,1282690.77,1631703.83,14100388.82,3413969.26,
Arandas,Grupo Vega S.R.L. de C.V.,3257714.26,6292751.02,14156060.99,2796288.18,3918046.87
Jesus Maria,Soluciones Torres S.A.,3855170.32,10477183.05,1136115.74,,
Zacoalco de Torres,Inversiones Fuentes S.C.,1318721.93,13259494.28,10375868.05,12542211.84,
San Martin de Bolanos,Constructora Lopez S.A.,5258436.63,,11200655.16,6623633.02,1397832.57
Autlan de Navarro,Comercializadora Cervantes S.C.,7123663.81,1531901.13,12330256.22,10764941.56,7255317.58
San Juanito de Escobedo,Comercializadora Tapia S. de R.L.,,8357376.19,903925.04,9256756.95,12435617.77
Jilotlan de los Dolores,Inversiones Ybarra S.R.L. de C.V.,2626247.99,8371618.31,9197534.49,,5427940.32
Ayotlan,Distribuidora Sandoval S. de R.L.,11219060.46,3779252.13,5972701.95,1210374.6,1906985.17
Chapala,Empresa Vargas S.A.,12929582.94,14650902.43,14081116.56,1533518.88,7134912.64
Arandas,Comercializadora Vega S.A.,,7923054.65,12692480.02,,288717.57
Hostotipaquillo,Empresa Gutierrez S.A.,,,2826774.9,1985709.76,1481214.27
Jilotlan de los Dolores,Corporativo Hernandez S.R.L. de C.V.,10788404.99,14405514.59,1963703.62,13910010.6,4563879.53
Ocotlan,Inversiones Zepeda,14535742.38,9398883.05,8730717.19,11080654.28,2030443.0
Chapala,Soluciones Cruz S.A. de C.V.,,12745073.91,9970973.93,9399729.16,
Degollado,Soluciones Delgado,599808.43,6828975.46,8931802.38,10693662.57,10062951.43
Juanacatlan,Comercializadora Castillo S.A.,11016539.18,5865362.83,2605151.36,14567749.56,6204343.46
Ocotlan,Comercializadora Rios S. de R.L.,2397861.55,,3299272.07,737012.74,7258669.13
Jesus Maria,Soluciones Mendoza S.A.,11113429.65,,7848646.89,14551786.66,6419148.03
El Arenal,Distribuidora Sandoval,12836914.29,12293465.93,,,5779938.28
Ameca,Corporativo Cruz S.R.L. de C.V.,8837599.46,6692881.55,2260745.97,,5056591.94
Tototlan,Servicios Ybarra S.A. de C.V.,,,8897655.84,,1266913.2
Lagos de Moreno,Distribuidora Cervantes,,13737516.27,13808697.7,12379022.93,8521305.98
Unión de San Antonio,Grupo Martinez S.A. de C.V.,1952284.71,2497722.97,7335279.93,10452704.27,2158682.96
Teocaltiche,Soluciones Hernandez S.R.L. de C.V.,9384213.6,,8510015.31,,12828707.51
Ameca,Servicios Ramos S.A.,9950292.08,9394457.07,272717.75,,1821617.73
Zacoalco de Torres,Inversiones Rivera S.R.L. de C.V.,14842173.61,12626766.53,7948922.75,,11451044.99
El Grullo,Industrias Flores S.C.,13066692.47,14469720.13,2513760.71,1361390.07,7412081.75
Ixtlahuacan del Rio,Constructora Nunez S.A.,8888385.52,6443935.98,5848823.02,9913471.12,6730850.03
Puerto Vallarta,Distribuidora Ochoa,14856145.59,7752218.66,10847066.82,13507874.39,13760455.41
Tuxcueca,Empresa Delgado S.A. de C.V.,6271297.41,2870554.5,13950012.21,435295.99,8144259.66
Villa Guerrero,Soluciones Ybarra S.R.L. de C.V.,14551574.25,,,,5708416.94
Hostotipaquillo,Soluciones Castillo S.R.L. de C.V.,,9418927.42,,,796953.91
Cihuatlan,Distribuidora Rios S.R.L. de C.V.,2537668.52,8631469.89,5463575.74,5435921.63,
Cihuatlan,Soluciones Tapia S.A.,7052216.89,9047471.11,2356969.54,13697261.7,6906554.26
El Limon,Constructora Hernandez S.A. de C.V.,,2897183.97,5266898.8,8721254.28,10052992.17
Ixtlahuacan de los Membrillos,Corporativo Fuentes,8877781.27,237957.03,2285485.01,4695786.33,2396406.01
Tlajomulco de Zuniga,Distribuidora Castillo S.A. de C.V.,9233396.24,6481277.2,10792485.56,1097011.13,5648734.63
Degollado,Corporativo Lara S.A. de C.V.,5982778.46,,,4766265.26,1723253.65
San Gabriel,Empresa Lara S.R.L. de C.V.,13096631.89,,13657557.92,6921792.13,7234742.49
Cocula,Grupo Morales,,4401196.23,11579398.41,5655255.11,4572721.48
Lagos de Moreno,Soluciones Cruz S.A. de C.V.,12258685.77,8765673.61,,13895355.61,
Bolanos,Grupo Montes S.A.,3817769.61,,77406.2,1932720.36,7720980.48
Valle de Guadalupe,Industrias Vega S.A.,6196775.02,,8696080.49,3357052.51,
Teocuitatlan de Corona,Inversiones Reyes S. de R.L.,,1238512.88,14240516.54,1659637.79,6928737.95
San Martin Hidalgo,Constructora Cervantes S.A.,1025521.17,11891069.86,11050009.06,9500897.57,12716730.83
El Grullo,Grupo Ochoa S. de R.L.,9695852.63,3163706.0,,14370757.73,743931.4
Tepic,Distribuidora Ramirez S.R.L. de C.V.,2227787.73,6809997.52,2983922.9,7850908.17,4023032.65
Atemajac de Brizuela,Industrias Fuentes S.R.L. de C.V.,11561231.54,6192802.63,3812380.89,14105393.43,12892997.12
Bolanos,Constructora Lara,6088568.05,2949078.76,2190514.84,9541083.13,13163066.27
Ixtlahuacan de los Membrillos,Soluciones Cruz S.A. de C.V.,8341631.27,14725520.21,5989086.94,14529016.13,3872090.22
Techaluta de Montenegro,Comercializadora Ibarra S. de R.L.,,5724664.27,4925079.79,12590057.04,11857977.91
Hostotipaquillo,Soluciones Fuentes S.C.,,6854555.86,11477024.86,6293389.79,7664113.99
Ciudad Guzman,Comercializadora Delgado,14523800.3,,,11434083.54,13830177.57
El Grullo,Corporativo Montes S.A.,3123122.84,11417319.89,8481072.82,5588658.06,14069021.74
Tepic,Industrias Diaz,12146251.24,4986682.11,11811951.96,1615043.11,12224042.11
Ixtlahuacan de los Membrillos,Industrias Soto S.C.,10430992.15,2604946.95,14879261.91,,8432748.11
Jocotepec,Corporativo Gutierrez,2973273.61,13258987.39,6436448.98,10275950.95,1689867.99
Tamazula de Gordiano,Constructora Morales S.A.,10370857.71,1062328.61,,9526562.92,2078135.82
Mezquitic,Servicios Ramirez S.A.,10254234.83,3975169.71,2026803.07,8471035.15,8624988.64
Etzatlan,Soluciones Morales,11711619.91,10183557.23,3932190.52,4908462.53,12264081.07
Tequila,Distribuidora Delgado S. de R.L.,13948844.96,7793570.54,2695753.6,10162191.99,2970861.25
La Manzanilla de la Paz,Inversiones Ramirez S.C.,3010665.55,676475.79,,7035102.06,10265338.98
San Diego de Alejandria,Grupo Gomez S.A. de C.V.,5883535.97,8710892.25,4375493.42,13482267.01,7214152.58
La Huerta,Inversiones Sandoval S.C.,1041380.92,12456448.82,3789970.77,5827267.29,3947181.53
San Gabriel,Grupo Ortega S.A.,14622236.12,4338342.17,5873709.83,11517287.15,13344793.72
Ixtlahuacan del Rio,Constructora Gutierrez S.R.L. de C.V.,1039480.1,6789537.13,884837.47,,8856151.39
Mixtlan,Industrias Medina S.C.,14160278.4,11398509.54,9435233.27,6099262.43,12868214.64
Toliman,Industrias Nunez S.A.,12313800.47,7366788.24,12947205.51,11541625.56,
Zapotlan de Juarez,Corporativo Aguilar S.C.,9568711.55,9365364.87,9883549.39,604800.67,10045242.82
La Huerta,Comercializadora Rivera S.R.L. de C.V.,11715941.61,13771379.7,10390669.57,6095815.92,335120.88
Magdalena,Industrias Tapia,6479241.66,14248821.41,6777523.94,2397492.78,7252415.88
Villa Corona,Corporativo Soto S.A.,7260784.5,8346929.19,3586955.28,10604568.39,11568878.62
Ciudad Guzman,Comercializadora Rios S.C.,,6469590.48,14170465.4,7307048.36,
Tequila,Inversiones Castillo S.R.L. de C.V.,7607567.25,3512546.62,10259304.56,6126919.11,66687.09
Valle de Guadalupe,Empresa Morales S.R.L. de C.V.,1069014.75,8628562.49,13246429.35,10924393.08,8013181.82
Chapala,Grupo Fuentes S.C.,1669532.58,1062218.75,10013496.15,7214871.8,10164767.79
Tamazula de Gordiano,Servicios Ortega S.A. de C.V.,12036887.44,14347691.67,14406306.28,13946612.34,14498720.88
Techaluta de Montenegro,Inversiones Quintero S.A.,11405950.07,6696277.08,4926593.92,2332287.17,
Ocotlan,Servicios Flores S.R.L. de C.V.,10478975.19,12084499.22,3735817.24,,5970858.36
Tepic,Corporativo Gutierrez S.R.L. de C.V.,11608115.03,8561643.08,11293110.34,,
Ojuelos de Jalisco,Inversiones Lopez S.C.,,3233417.89,11824911.78,8888377.91,
Ayutla,Industrias Soto S. de R.L.,6734266.76,13351707.97,8777216.17,9477647.9,2142898.38
Tizapan el Alto,Constructora Fuentes S.R.L. de C.V.,14350447.86,2983627.83,2042728.3,7664469.68,1802706.5
Etzatlan,Empresa Uribe S.A. de C.V.,9796741.38,1666275.2,9738332.74,6462273.76,
Tepatitlan de Morelos,Grupo Fuentes S.C.,69307.5,8950948.18,1957200.64,,3197304.0
Degollado,Distribuidora Martinez S.R.L. de C.V.,3976690.92,400469.65,13355426.87,837136.8,11825377.51
Jesus Maria,Comercializadora Vega,5481441.32,13957576.2,1114468.23,14789359.47,7993550.98
El Salto,Empresa Torres S.A.,353238.35,5401193.29,2925152.29,6426478.44,4004220.72
Cihuatlan,Soluciones Castillo,12958549.22,13567138.83,2861879.19,,
Ixtlahuacan del Rio,Corporativo Perez,7906982.03,,2023752.29,6954383.56,5386381.14
Techaluta de Montenegro,Industrias Delgado S.R.L. de C.V.,7421871.84,10861853.51,2154687.58,10667328.66,2259958.02
Tapalpa,Comercializadora Morales S. de R.L.,14650921.83,14559274.75,3263256.54,314394.74,5137686.47
Techaluta de Montenegro,Grupo Hernandez S.A.,2876578.6,,11975062.51,397731.24,
Bolanos,Soluciones Diaz S.A. de C.V.,4443359.65,,4399977.64,12769309.03,8230992.39
Lagos de Moreno,Empresa Zepeda S.A.,13595126.91,10237324.2,7196374.55,,13946684.61
San Diego de Alejandria,Industrias Rivera S. de R.L.,,13169550.03,12065047.86,6822746.27,12230868.33
San Martin de Bolanos,Constructora Cervantes S. de R.L.,1583871.52,3357769.54,,6441387.02,13787626.0
Teocaltiche,Soluciones Torres,1371642.19,14401364.41,13866499.18,3430439.89,691912.35
Villa Purificacion,Grupo Ibarra S. de R.L.,14816106.47,2160725.04,10413814.39,9969869.48,14490379.47
Teocuitatlan de Corona,Corporativo Aguilar S.C.,2233596.8,9805632.38,7884061.41,1510557.45,12223603.19
Teocuitatlan de Corona,Industrias Tapia S. de R.L.,721666.0,7256959.48,8021164.73,2785920.49,8143965.32
Huejuquilla el Alto,Constructora Rivera S.A. de C.V.,1471243.47,380855.65,,,6883173.74
Yahualica de Gonzalez Gallo,Empresa Valdez S.R.L. de C.V.,65074.98,2956578.2,5006506.63,6530974.57,7029385.75
Mezquitic,Comercializadora Martinez S.A.,7351049.94,591975.26,10416790.87,2903030.54,14212807.58
El Limon,Comercializadora Pena S.A. de C.V.,10952853.26,12496362.65,9132477.81,4579523.31,2665340.73
Mascota,Distribuidora Cruz S.C.,8424170.94,13580669.66,10126740.24,10076863.32,14479297.11
Hostotipaquillo,Inversiones Mendoza S.C.,1902476.54,6330472.6,8061553.75,13323102.2,7817016.83
Huejuquilla el Alto,Corporativo Ramirez S.A.,12946658.35,8328255.48,12471680.84,14154976.79,5863717.18
Teocaltiche,Corporativo Soto S. de R.L.,14334226.61,,14898332.89,10673371.19,13589881.62
Arandas,Constructora Soto S.R.L. de C.V.,12831734.84,5006850.49,4150129.64,2768873.57,9938588.02
Tlajomulco de Zuniga,Inversiones Castillo S.R.L. de C.V.,12633283.76,198409.39,3005657.94,481400.55,3133464.9
Tonala,Empresa Delgado S. de R.L.,7062005.24,2621020.36,14139139.72,11757853.29,7846916.55
Jilotlan de los Dolores,Servicios Medina S. de R.L.,9292830.78,8904576.3,2073852.05,5901367.73,8693994.93
Ocotlan,Inversiones Aguilar S.R.L. de C.V.,805573.97,,9171640.4,6028420.37,5482842.31
Zapotlan de Juarez,Soluciones Ibarra S.R.L. de C.V.,14326705.45,13550263.83,3356091.28,11336775.9,7993845.74
Mascota,Comercializadora Soto S.A. de C.V.,994568.2,1454728.7,1817796.47,11110603.35,341811.64
Bolanos,Comercializadora Ibarra S.R.L. de C.V.,13204488.76,841998.94,6654579.33,7311795.33,3124101.2
Tlaquepaque,Comercializadora Pena S.R.L. de C.V.,6444486.18,6214630.73,14001478.93,1748358.54,12019417.0
Tepatitlan de Morelos,Industrias Torres S.C.,,,,11517135.02,12548297.39
Villa Corona,Grupo Pena S.A. de C.V.,,8300939.99,8129084.83,2433817.81,3325381.97
Jamay,Soluciones Zepeda,7991927.49,7001501.06,4860005.47,4341935.26,8986136.66
Degollado,Empresa Morales S.A. de C.V.,10881275.35,,12353887.44,428209.32,6821401.2
Valle de Guadalupe,Inversiones Montes S.C.,8001268.29,8505629.03,8368686.39,1159872.0,
Huejuquilla el Alto,Grupo Tapia S.R.L. de C.V.,6070626.87,337546.67,1656188.43,9100979.91,2773125.04
San Martin de Bolanos,Soluciones Lopez S.A. de C.V.,3703044.37,,11588273.52,6214539.4,2914073.8
Tequila,Servicios Ibarra,14620352.8,8279958.88,12501232.95,796186.22,14476459.9
Tapalpa,Soluciones Ortega S.A. de C.V.,12057213.25,11219652.15,6566086.88,,8827075.72
Tizapan el Alto,Distribuidora Hernandez S. de R.L.,,,6809429.14,476316.62,9200254.05
Ocotlan,Comercializadora Quintero S.C.,8729486.29,5617236.11,13893984.63,1689966.58,134948.58
Magdalena,Grupo Flores S.A.,13705077.91,,12065341.04,2102049.79,5155204.1
Yahualica de Gonzalez Gallo,Inversiones Uribe,12315453.33,,10891985.1,10682484.22,7427484.07
